Model,MoleculeID,SMILES,Canonical_SMILES,Energy_eV,OscillatorStrength_fL,Amplitude,Transition,Norm_SAScore,Norm_SCScore,Norm_RAScore,Norm_SYBA,Norm_Bertz,Norm_Barone,Norm_Bottcher,Norm_Spacial
MolDQN-MLP,mol000,[B]n1c(C=C2C=CC=N2)ccc1NN,[B]n1c(C=C2C=CC=N2)ccc1NN,3.462,1.284448,0.98,(,0.6389376272307881,0.5150428545578953,0.0001065137403202,0.5402921995123567,79.10865207455575,119.76223776223776,146.85639240194234,139.35437881873727
MolDQN-MLP,mol002,CNC12NOOC1C(C)=C(O)c1[nH]c3c(O)cn(B(F)F)c3c12,CNC12NOOC1C(C)=C(O)c1[nH]c3c(O)cn(B(F)F)c3c12,4.509,0.734425,0.95,(,0.4865340690655723,0.0953849136485707,2.7824755761685083e-06,0.4934684150162908,633.9093074772459,643.7132867132867,781.5692334999644,1000.0
MolDQN-MLP,mol011,Cc1ccc2c(NO)c3c(n12)=C=CC=C3,Cc1ccc2c(NO)c3c(n12)=C=CC=C3,3.296,0.324844,0.93,(,0.6372092599063028,0.465913777344334,0.0023681204766035,0.3907564056816804,390.6805120499306,308.3846153846154,256.9360505541349,145.4582484725051
MolDQN-MLP,mol014,C#Cn1ccc(OO)c1C=CC=C(C=C)C=N,C#Cn1ccc(OO)c1C=CC=C(C=C)C=N,3.572,1.601728,0.97,(,0.5912043132379379,0.4838014231348784,0.0309263225644826,0.413859803566425,196.75618940941467,168.66433566433568,230.6787519111882,51.865580448065174
MolDQN-MLP,mol014,C#Cn1ccc(OO)c1C=CC=C(C=C)C=N,C#Cn1ccc(OO)c1C=CC=C(C=C)C=N,4.618,0.261316,-0.94,(,0.5912043132379379,0.4838014231348784,0.0309263225644826,0.413859803566425,196.75618940941467,168.66433566433568,230.6787519111882,51.865580448065174
MolDQN-MLP,mol016,CC=CC(C)=Cc1cccn1B(F)CO,CC=CC(C)=Cc1cccn1B(F)CO,4.401,0.661221,-0.94,(,0.6432607979315222,0.5298699382804064,0.0257391277700662,0.6399997068809365,23.3480649392547,7.986013986013986,252.57373507198363,43.72708757637474
MolDQN-MLP,mol022,CSC(=C1C=CC=N1)c1cccn1B(F)F,CSC(=C1C=CC=N1)c1cccn1B(F)F,5.252,0.166222,0.94,(,0.6344607676963392,0.4167217755796162,6.184650555951521e-05,0.589539880955514,141.64414459221038,175.65034965034965,252.73930912399575,192.25458248472503
MolDQN-MLP,mol026,Nc1c(O)cn2c3c(cc12)C=CC=C=3,Nc1c(O)cn2c3c(cc12)C=CC=C=3,1.71,0.187609,0.93,(,0.6030791656923264,0.4271910461869007,0.0094182509928941,0.3937170100016843,371.5238218996756,287.42657342657344,224.80487643399968,125.11201629327904
MolDQN-MLP,mol026,Nc1c(O)cn2c3c(cc12)C=CC=C=3,Nc1c(O)cn2c3c(cc12)C=CC=C=3,2.983,0.422688,0.94,(,0.6030791656923264,0.4271910461869007,0.0094182509928941,0.3937170100016843,371.5238218996756,287.42657342657344,224.80487643399968,125.11201629327904
MolDQN-MLP,mol031,[B]n1c(C=CC=CC=N)ccc1NC,[B]n1c(C=CC=CC=N)ccc1NC,3.886,0.176824,0.93,(,0.61792924458779,0.5058453563243754,0.0003280421369709,0.5348970461811506,14.426887979497176,1.0,154.28191067628038,5.069246435845214
MolDQN-MLP,mol032,C=Cn1cccc1C=C1C=CC(O)=N1,C=Cn1cccc1C=C1C=CC(O)=N1,3.691,0.86333,0.96,(,0.6629537810769419,0.460895654907285,0.5310605764389038,0.5750228860077568,124.62080069042408,126.74825174825176,119.86074964772892,157.66598778004072
MolDQN-MLP,mol033,FBn1cccc1C=C1C=CC=N1,FBn1cccc1C=C1C=CC=N1,3.884,0.914946,-0.94,(,0.6266159162158433,0.5946616554205686,0.0767607614398002,0.5766646748273726,30.579107918348363,70.86013986013987,129.90373951228472,114.938900203666
MolDQN-MLP,mol035,C=C=C(N=N)C(=Cc1ccc(O)n1CN)N=CC,C=C=C(N=N)C(=Cc1ccc(O)n1CN)N=CC,3.823,0.736414,0.94,(,0.5891909599935723,0.4043136691898351,1.4255740552471252e-06,0.4088888435377338,248.9376210316365,203.59440559440557,214.5178184560743,88.4887983706721
MolDQN-MLP,mol037,Cn1cccc1C=C1C=CC(O)=N1,Cn1cccc1C=C1C=CC(O)=N1,3.824,1.38493,-0.98,(,0.7187199538567233,0.4296817614749364,0.9935530424118042,0.6801871662481443,74.36877753432212,84.83216783216784,77.49723407251184,143.42362525458248
MolDQN-MLP,mol040,NC1=NC(=Cc2cccn2B(F)F)C=C1,NC1=NC(=Cc2cccn2B(F)F)C=C1,3.629,1.074765,0.96,(,0.6403223274589054,0.424297127214098,0.2402879446744918,0.6222284294379427,137.49916547539362,154.6923076923077,172.75514344327448,186.1507128309572
MolDQN-MLP,mol041,C=CBn1cccc1C=C1C=CC(N)=N1,C=CBn1cccc1C=C1C=CC(N)=N1,3.353,0.675282,-0.95,(,0.6032174888866251,0.4359992450064682,0.9966365098953248,0.6084643125104647,145.49873627746703,154.6923076923077,198.84477335673375,173.9429735234216
MolDQN-MLP,mol041,C=CBn1cccc1C=C1C=CC(N)=N1,C=CBn1cccc1C=C1C=CC(N)=N1,4.321,0.257813,0.92,(,0.6032174888866251,0.4359992450064682,0.9966365098953248,0.6084643125104647,145.49873627746703,154.6923076923077,198.84477335673375,173.9429735234216
MolDQN-MLP,mol043,NC1=CC=Cc2cccn2CC=C1N,NC1=CC=Cc2cccn2CC=C1N,4.176,0.333376,0.95,(,0.6343322432824834,0.5374014905745419,0.8001664876937866,0.4878202021576899,88.66912121897441,161.67832167832168,167.0506915223567,206.49694501018328
MolDQN-MLP,mol049,CC(=Cc1cccn1B(F)C=CO)N=C1C=CC=CC1=N,CC(=Cc1cccn1B(F)C=CO)N=C1C=CC=CC1=N,1.902,0.329727,0.92,(,0.5953908363216756,0.4015585109600221,2.305038826477812e-09,0.4615052137632029,422.90776157663913,392.2167832167832,489.15388360388295,308.22810590631366
MolDQN-RF,mol001,CC=CC=Cc1ccc(C)n1CC,CC=CC=Cc1ccc(C)n1CC,4.33,0.87359,0.97,(,0.7759370363238056,0.5154100390182226,0.9998457431793212,0.6247368062249614,126.10568124301172,143.7142857142857,297.16728625111045,160.46478873239437
MolDQN-RF,mol002,Cn1cc(N)cc1C=CC=CC=N,Cn1cc(N)cc1C=CC=CC=N,3.418,0.983465,0.95,(,0.6998250705118398,0.5356253889066198,0.4832417070865631,0.5582944788911726,170.62505736089838,198.6043956043956,387.95133682165914,132.32394366197184
MolDQN-RF,mol002,Cn1cc(N)cc1C=CC=CC=N,Cn1cc(N)cc1C=CC=CC=N,4.301,0.779013,-0.94,(,0.6998250705118398,0.5356253889066198,0.4832417070865631,0.5582944788911726,170.62505736089838,198.6043956043956,387.95133682165914,132.32394366197184
MolDQN-RF,mol003,C1=CCn2cccc2C=C1,C1=CCn2cccc2C=C1,4.31,0.313985,-0.95,(,0.72188511310443,0.6835486931596444,0.9999902248382568,0.511648150961049,69.37460525926636,187.62637362637363,221.53527117126708,277.71830985915494
MolDQN-RF,mol004,C=CC=Cc1cccn1C=N,C=CC=Cc1cccn1C=N,4.648,0.72547,0.96,(,0.6715959924103161,0.5682425634478742,0.999875783920288,0.5136178624604975,73.6981549622951,77.84615384615385,244.78383339527255,33.83098591549296
MolDQN-RF,mol005,C=CC=Cc1cccn1C,C=CC=Cc1cccn1C,4.583,1.256986,-0.97,(,0.7740188493681663,0.5711839393941897,1.0,0.632324129958514,14.938841074555516,1.0,162.75959204947137,1.0
MolDQN-RF,mol007,[B]NC(C=CC=Cc1cc(F)c[nH]1)NN,[B]NC(C=CC=Cc1cc(F)c[nH]1)NN,2.797,1.947321,0.93,(,0.557608188931846,0.3962909851564823,0.00149233546108,0.577251297068854,168.46607822732,286.4285714285714,525.5906757146669,418.4225352112676
MolDQN-RF,mol008,Cn1ccc(N)c1C=CC=Cc1c(N)ccn1C,Cn1ccc(N)c1C=CC=Cc1c(N)ccn1C,3.451,1.629516,-0.98,(,0.7087494654880777,0.6260770817968029,0.9999997615814208,0.6646966514438885,416.26087569013976,637.7252747252746,217.35324323078103,437.18309859154925
MolDQN-RF,mol008,Cn1ccc(N)c1C=CC=Cc1c(N)ccn1C,Cn1ccc(N)c1C=CC=Cc1c(N)ccn1C,4.861,0.387565,-0.96,(,0.7087494654880777,0.6260770817968029,0.9999997615814208,0.6646966514438885,416.26087569013976,637.7252747252746,217.35324323078103,437.18309859154925
MolDQN-RF,mol010,C=CC=Cc1cccn1CCCCCCCCC,C=CC=Cc1cccn1CCCCCCCCC,4.461,0.407684,0.95,(,0.8264629802809773,0.4802795150927944,0.9999994039535522,0.7519340608185697,172.4480338802436,264.4725274725275,413.89797736993694,451.2535211267606
MolDQN-RF,mol011,N=Cc1cc(N)c2n1CC=CC=C2,N=Cc1cc(N)c2n1CC=CC=C2,3.568,0.354478,0.96,(,0.6540193301560995,0.4837395836797108,0.0761410295963287,0.4117854818285282,249.17385079209993,407.1868131868132,473.2425205676744,427.8028169014085
MolDQN-RF,mol015,C#Cn1cccc1C=C1C=CC=N1,C#Cn1cccc1C=C1C=CC=N1,3.868,1.017383,0.92,(,0.6753912198595682,0.582066851776686,0.1863058358430862,0.5554930481885542,292.42202330553357,429.1428571428571,356.3218158263834,394.97183098591546
MolDQN-RF,mol015,C#Cn1cccc1C=C1C=CC=N1,C#Cn1cccc1C=C1C=CC=N1,4.106,0.224864,0.94,(,0.6753912198595682,0.582066851776686,0.1863058358430862,0.5554930481885542,292.42202330553357,429.1428571428571,356.3218158263834,394.97183098591546
MolDQN-RF,mol016,C=Cn1c(C)ccc1C=C1C=CC=N1,C=Cn1c(C)ccc1C=C1C=CC=N1,3.535,1.17932,-0.96,(,0.7001103195384804,0.6295898282822588,1.863705983851105e-05,0.5053630215253847,301.5532746625512,429.1428571428571,401.7925334283165,479.39436619718305
MolDQN-RF,mol021,On1cccc1C=C1C=CC=N1,On1cccc1C=C1C=CC=N1,4.19,0.241017,0.91,(,0.7140904003808142,0.592281019957073,0.0032939373049885,0.5463973386897255,189.8189906230802,308.3846153846154,343.3091493939153,380.9014084507042
MolDQN-RF,mol023,Cn1cccc1C=C1C=CC=N1,Cn1cccc1C=C1C=CC=N1,3.789,1.107417,0.96,(,0.761906664117078,0.5631213246086912,0.7437968254089355,0.6292787891790123,182.66517347755692,297.4065934065934,281.0529251011695,385.59154929577466
MolDQN-RF,mol026,C=C(C)n1cccc1C=C1C=CC=N1,C=C(C)n1cccc1C=C1C=CC=N1,3.773,0.972075,-0.93,(,0.7116910887692496,0.5496079371671835,0.2849006354808807,0.5419290349511187,301.1793926872036,429.1428571428571,401.7925334283165,479.39436619718305
MolDQN-RF,mol029,C#Cc1c(O)c(OO)n(C)c1C#CC=C,C#Cc1c(O)c(OO)n(C)c1C#CC=C,4.125,1.011127,-0.96,(,0.6216827303893084,0.3832110413647049,0.8537770509719849,0.5555580167561394,398.76634429936735,484.032967032967,542.6554201137246,188.6056338028169
MolDQN-RF,mol029,C#Cc1c(O)c(OO)n(C)c1C#CC=C,C#Cc1c(O)c(OO)n(C)c1C#CC=C,5.049,0.359545,0.92,(,0.6216827303893084,0.3832110413647049,0.8537770509719849,0.5555580167561394,398.76634429936735,484.032967032967,542.6554201137246,188.6056338028169
MolDQN-RF,mol030,ONC1C=CC=CC=Cc2cccn21,ONC1C=CC=CC=Cc2cccn21,3.856,0.234922,0.96,(,0.5926935947938408,0.5481967427178611,0.5361813902854919,0.4346445300601566,235.7495832469476,440.1208791208791,457.9488265424987,892.1267605633802
MolDQN-RF,mol031,OC1(O)C=CC=Cc2cccn21,OC1(O)C=CC=Cc2cccn21,4.282,0.340624,0.95,(,0.6824149899089331,0.5796038975353394,0.6359742879867554,0.5349643291289019,173.84897992512052,319.3626373626373,362.41388395552286,643.5492957746478
MolDQN-RF,mol032,CCn1cccc1C=C1C=CC=N1,CCn1cccc1C=C1C=CC=N1,3.664,1.046793,0.95,(,0.7606450660134143,0.5980435035078839,0.7396246194839478,0.6379524954798306,203.41638631134632,330.34065934065933,329.34876843202835,441.8732394366197
MolDQN-RF,mol033,CC#CC(N)=c1c(=CN(C(C)C)C(C)C)[nH]c2ccn(B(F)F)c12,CC#CC(N)=c1c(=CN(C(C)C)C(C)C)[nH]c2ccn(B(F)F)c12,2.819,0.423158,-0.97,(,0.6123410399412801,0.0895943361946693,0.0048784608952701,0.6147270269885432,1000.0,1000.0,999.899727304208,807.7042253521126
MolDQN-RF,mol034,N=C=CC=Cc1cccn1C(=N)C(N)NN,N=C=CC=Cc1cccn1C(=N)C(N)NN,4.733,0.360915,-0.91,(,0.5679263239189745,0.4616667621279585,3.621792643571098e-07,0.5066980549377857,312.27621954529144,396.2087912087912,588.0092451209111,437.18309859154925
MolDQN-RF,mol039,Cn1cccc1C=C1C=C(N)C=N1,Cn1cccc1C=C1C=C(N)C=N1,3.182,0.621737,-0.93,(,0.717011845748615,0.523055041789086,0.6754703521728516,0.6589413005552547,265.97063216748705,374.25274725274727,384.7630867381038,488.774647887324
MolDQN-RF,mol039,Cn1cccc1C=C1C=C(N)C=N1,Cn1cccc1C=C1C=C(N)C=N1,4.004,0.555315,0.93,(,0.717011845748615,0.523055041789086,0.6754703521728516,0.6589413005552547,265.97063216748705,374.25274725274727,384.7630867381038,488.774647887324
MolDQN-RF,mol041,Fn1cccc1C=C1C=CC=N1,Fn1cccc1C=C1C=CC=N1,4.027,1.041337,-0.93,(,0.6874147959852097,0.6654644133413155,0.0026239193975925,0.5274444682449856,189.8189906230802,308.3846153846154,345.4572753016824,385.59154929577466
MolDQN-RF,mol042,Cn1cccc1C=CC=C=CN=NC(N)=NNOO,Cn1cccc1C=CC=C=CN=NC(N)=NNOO,4.313,1.561054,-0.91,(,0.6002959863320336,0.35874009282617,0.1656176596879959,0.5480319825207355,463.6191274594047,571.8571428571428,563.5060621502757,362.1408450704226
MolDQN-RF,mol043,N#Cn1cccc1C=C1C=CC=N1,N#Cn1cccc1C=C1C=CC=N1,4.112,0.332515,0.9,(,0.6834936490093657,0.5564463252088202,0.005967796780169,0.5522727887468817,295.5941065065875,440.1208791208791,376.745252321463,394.97183098591546
MolDQN-RF,mol045,CCn1cccc1C=CC=CN,CCn1cccc1C=CC=CN,4.579,0.695447,0.95,(,0.7430339944338199,0.550271764617199,0.999595582485199,0.6225596986892169,74.11891664678386,88.82417582417582,288.2500923930453,94.80281690140843
MolDQN-RF,mol049,CC=C(N)C=Cc1cccn1C,CC=C(N)C=Cc1cccn1C,4.508,0.512622,0.9,(,0.7355508599212737,0.6211200057529713,0.9966292977333068,0.681464261240029,110.13208116107388,121.75824175824177,296.2679268096862,99.49295774647888
MolDQN-RF,mol049,CC=C(N)C=Cc1cccn1C,CC=C(N)C=Cc1cccn1C,4.918,0.320202,-0.9,(,0.7355508599212737,0.6211200057529713,0.9966292977333068,0.681464261240029,110.13208116107388,121.75824175824177,296.2679268096862,99.49295774647888
MolFinder-MLP,mol002,C[P](P)(PN1ONN[PH]1C1=CC=C1)N1PC2=CC(C(F)=[SH]S(=N)PO)=CC21Cl,C[P](P)(PN1ONN[PH]1C1=CC=C1)N1PC2=CC(C(F)=[SH]S(=N)PO)=CC21Cl,4.802,0.194481,-0.9,(,0.9329963826670498,0.0007029872983976,8.995127234213973e-13,0.1419699828845108,832.7973757977423,679.566037735849,525.6159424214252,632.7205882352941
MolFinder-MLP,mol015,N=S(NPN1ONN[PH]1C1=CC=C1)[SH](P)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,N=S(NPN1ONN[PH]1C1=CC=C1)[SH](P)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,3.862,0.156282,-0.9,(,0.5273775334192141,0.0910419380625831,5.231659018761075e-14,0.0924795987156736,853.2077204305753,811.5094339622642,512.7412705815802,588.6470588235294
MolFinder-MLP,mol017,FC(=[SH][S](P)[SH](CP)N1ONN[PH]1C1=CC=C1)C1=CC2(Cl)NPPC2=C1,FC(=[SH][S](P)[SH](CP)N1ONN[PH]1C1=CC=C1)C1=CC2(Cl)NPPC2=C1,3.482,0.20085,0.9,(,1.0,0.1019192287992907,1.620095377297126e-11,0.1305137750436363,531.9008101480148,472.2264150943397,134.4855520859955,270.3382352941176
MolFinder-MLP,mol025,O[SH](SNPN1ONN[PH]1C1=CC=C1)[SH](O)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,O[SH](SNPN1ONN[PH]1C1=CC=C1)[SH](O)N1PC2=CC(C(F)=[SH][S](F)F)=CC21Cl,1.966,0.215161,0.91,(,0.6122078173292334,0.0876787570271515,4.706875080667805e-12,0.1382255637134937,799.140420677761,868.0566037735849,599.3602838126548,740.4558823529412
MolFinder-RF,mol024,OOOOOO[SH](NP1PN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1,OOOOOO[SH](NP1PN[PH]1OO)ON[SH]=CON(F)N1ONN[PH]1C1=CC=C1,3.005,0.34613,-0.93,(,0.9271739913444352,0.1313957270867445,2.834945819762957e-11,0.2387537436848429,710.6410927456104,719.578947368421,633.8952077978716,677.488188976378
MolFinder-RF,mol039,OOOOOON[SH](NN=CON(F)N1ONN[PH]1C1=CC=C1)NNP1PPN[PH]1OO,OOOOOON[SH](NN=CON(F)N1ONN[PH]1C1=CC=C1)NNP1PPN[PH]1OO,1.585,0.461476,0.94,(,0.7593911601581154,0.1403615262378399,1.927810977520039e-08,0.2172762233852184,859.2195767455164,824.7368421052631,563.1654273433072,824.3228346456693
ReLeaSE-MLP_mod3,mol008,O=CSNN1C=Cc2ccccc2C1,O=CSNN1C=Cc2ccccc2C1,4.214,0.310878,-0.95,(,0.7029452257298501,0.5572043422505067,0.9978566765785216,0.5125641426296396,709.0537651587415,629.1590909090909,550.3235737237771,303.94584837545125
ReLeaSE-RF_mod3,mol016,CC[SH]1CCCCN(CNC(=O)C(=O)CC(C)(C)C)CN1,CC[SH]1CCCCN(CNC(=O)C(=O)CC(C)(C)C)CN1,2.382,0.253921,-0.98,(,0.6035113662780804,0.2244716884568198,0.6631736159324646,0.6579708837884934,297.9822361765123,348.3225806451613,510.48220645537486,364.2727272727273
ReLeaSE-RF_mod3,mol026,CC1=CN=CCN1CC1CC1,CC1=CN=CCN1CC1CC1,4.603,0.256641,0.96,(,0.7265711785145343,0.61046636645088,0.9968737363815308,0.5824034690510373,168.78112484652655,208.6774193548387,209.4660625795936,185.02631578947367
ReLeaSE-RF_mod3,mol031,CCNC(=O)CCCCN1CCN(C)C=C(Cl)C=N1,CCNC(=O)CCCCN1CCN(C)C=C(Cl)C=N1,4.398,0.254701,-0.95,(,0.7419939167733605,0.2922944195127039,0.2584900259971618,0.6773638594979308,288.0778448752982,316.09677419354836,500.13214988350575,216.89234449760767
ReLeaSE-RF_mod3,mol036,CN1CCCC(=O)C2=CC=C(C3CCN(C(C)(C)C)C(=O)N3)C(=N1)CCNC=C2,CN1CCCC(=O)C2=CC=C(C3CCN(C(C)(C)C)C(=O)N3)C(=N1)CCNC=C2,3.107,0.227721,-0.93,(,0.5018156147410269,0.2452167309905606,0.0005852489266544,0.2715392678920804,648.6976962626201,667.0,712.2346631404422,537.9425837320574
ReLeaSE-RF_mod3,mol044,COC1=CC=C2CCCC(CC2)CN(C(=O)C(C)(C)C)C1,COC1=CC=C2CCCC(CC2)CN(C(=O)C(C)(C)C)C1,5.091,0.64303,-0.96,(,0.568479618231716,0.4441630418619171,0.297078788280487,0.454529707489213,371.36812684665455,423.5161290322581,421.0685976732491,378.6124401913875
